tweet_id,timestamp,source,text,dog_name,short_urls,dog_stage,dog_score,favorite_count,retweet_count,jpg_url,img_num,dog_breed,confidence,month,day_name
6.664356523854234e+17,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",Earl,https://t.co/MYJvdlNRVa,,12.0,68152,16439,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake Bay Retriever,0.18413,July,Wednesday
6.666448231647191e+17,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,,https://t.co/uF3pQ8Wubj,,13.0,74423,21298,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan Hound,0.0443334,July,Monday
6.666914187071324e+17,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,Noah,https://t.co/V85xujjDDY,,12.0,22349,3586,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German Shepherd,0.975401,July,Sunday
6.667011682283315e+17,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",Bella,https://t.co/qjrljjt948,,13.5,46860,10407,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador Retriever,0.887707,July,Saturday
6.667769084876308e+17,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",,https://t.co/Se5fZ9wp5E,,13.0,37914,6949,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Miniature Pinscher,0.167175,July,Friday
6.667817922554962e+17,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,Rusty,https://t.co/tyER0KpdXj,,13.0,24445,4122,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian Greyhound,0.618316,July,Thursday
6.667860682058711e+17,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,Gus,https://t.co/D43I96SlVu,pupper,12.0,28903,5134,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,,0.0,July,Thursday
6.668043649887805e+17,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,Stanley,https://t.co/Nx52PGwH94,,13.0,28382,6342,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English Setter,0.32879200000000003,July,Wednesday
6.668178363340964e+17,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,Alfy,https://t.co/fYP5RlutfA,,13.0,45880,12118,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature Schnauzer,0.496953,July,Tuesday
6.668350077685514e+17,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,Rey,https://t.co/503CgWbhxQ,,12.0,24773,3533,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,July,Monday
6.668370284499722e+17,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,Gary,https://t.co/7CSWCl8I6s,,13.0,51522,11099,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,,0.0,July,Monday
6.669961320279777e+17,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,Elliot,https://t.co/cgwJwowTMC,,12.0,23501,5358,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Rottweiler,0.0624899,July,Saturday
6.670126010339246e+17,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,Louis,https://t.co/D0wb1GlKAt,,13.0,17346,2886,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,,0.0,June,Friday
6.670655355705508e+17,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,Jesse,https://t.co/fUod0tVmvK,,12.0,27640,4436,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,,0.0,June,Thursday
6.670736483443466e+17,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,,https://t.co/HauE8M3Bu4,,11.0,28150,4533,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.483682,June,Wednesday
6.671197968787251e+17,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,Bailey,https://t.co/IxM9IMKQq8,,12.0,23822,3323,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,June,Tuesday
6.671382696715059e+17,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,Duddles,https://t.co/UDT7ZkcTgY,,13.0,107956,45849,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West Highland White Terrier,0.747713,June,Monday
6.671712608000614e+17,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,Snoopy,https://t.co/lNZwgNO4gS,puppo,13.0,19763,4319,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant Schnauzer,0.8412649999999999,June,Sunday
6.671749631205745e+17,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 ,,https://t.co/9uABQXgjwa,,13.0,30931,7582,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy Poodle,0.266437,June,Saturday
6.671761641553756e+17,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",Shadow,https://t.co/lUiQH219v6,,13.0,7913,1349,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-Coated Wheaten Terrier,0.318981,June,Friday
6.671779890382971e+17,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,Emmy,https://t.co/cwtWnHMVpe,,14.0,42876,7181,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,0.25924899999999995,June,Friday
6.671886899157606e+17,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,Penny,https://t.co/OYdDlfOGXP,,12.0,23258,3994,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,,0.0,June,Wednesday
6.67192066997375e+17,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",Dante,https://t.co/SHRTIo5pxc,,13.0,27907,5414,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,0.28364,June,Wednesday
6.672118555474862e+17,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,Ginger,https://t.co/j211oCDRs6,pupper,12.0,21125,3506,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden Retriever,0.462556,June,Monday
6.673692279181435e+17,2017-06-18 20:30:39,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,,https://t.co/8yoc1CNTsu,,14.0,23869,4800,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,,0.0,June,Sunday
6.673934308346675e+17,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,Benedict,https://t.co/26BXueUgbs,,13.0,19163,2511,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,0.557009,June,Sunday
6.674053393151468e+17,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",Venti,https://t.co/ejExJFq3ek,,13.0,28490,4903,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint Bernard,0.381377,June,Saturday
6.674356892026143e+17,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",Goose,https://t.co/V2WlACRJCN,,13.0,25773,4497,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,0.999091,June,Friday
6.674372780972524e+17,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,Nugget,https://t.co/ogith9ejNj,,13.0,22185,5081,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,,0.0,June,Thursday
6.674434256592323e+17,2017-06-14 21:06:43,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,,https://t.co/PFp4MghzBW,,13.0,27997,6342,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,,0.0,June,Wednesday
6.674530232795546e+17,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,,https://t.co/brCQoqc8AW,,12.0,26022,4922,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador Retriever,0.8256700000000001,June,Wednesday
6.674554480822272e+17,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,Cash,https://t.co/lZhtizkURD,,12.0,28439,4875,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan Terrier,0.676376,June,Tuesday
6.67470559035433e+17,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,Jed,https://t.co/0YplNnSMEm,pupper,13.0,26651,4308,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,Toy Poodle,0.304175,June,Monday
6.67509364010451e+17,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",Sierra,https://t.co/V5lkvrGLdQ,pupper,12.0,7467,1667,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,Beagle,0.636169,June,Friday
6.675176420481638e+17,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,,https://t.co/EMYIdoblMR,doggo,12.0,28031,5669,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,Italian Greyhound,0.125176,June,Friday
6.675248574548541e+17,2017-06-08 14:20:41,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",,https://t.co/17FVMl4VZ5,,13.0,15029,3884,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,Chesapeake Bay Retriever,0.08812239999999999,June,Thursday
6.675309085897605e+17,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,Monkey,https://t.co/lUcpnZDPz9,,13.0,21309,3911,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,Golden Retriever,0.633037,June,Thursday
6.67534815156183e+17,2017-06-07 16:14:40,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,,https://t.co/BZHiKx3FpQ,,12.0,41606,9429,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,Pembroke,0.435254,June,Wednesday
6.675388911975424e+17,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,Harry,https://t.co/ejHvGDfWoa,,13.0,35085,6649,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,Yorkshire Terrier,0.618957,June,Wednesday
6.675443205563351e+17,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,Kody,https://t.co/PKSpmiefwN,,12.0,35324,8549,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,Pomeranian,0.412893,June,Tuesday
6.675490555773624e+17,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,Rover,https://t.co/AiVljI6QCg,pupper,12.0,20787,3678,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,,0.0,June,Monday
6.675508829056328e+17,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,Napolean,https://t.co/PR7B7w1rUw,doggo,12.0,20730,3628,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,,0.0,June,Sunday
6.677281965452001e+17,2017-06-03 00:48:22,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,,https://t.co/GCD1JccCyi,,11.0,33791,6393,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,Kuvasz,0.360159,June,Saturday
6.677666757695734e+17,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",Cody,https://t.co/42ryYRQ2Q4,,13.0,12819,2817,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,,0.0,June,Friday
6.677824649919652e+17,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",Rumble,https://t.co/MVQCzrF1g9,,13.0,22453,4384,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,,0.0,June,Thursday
6.677934095837716e+17,2017-05-31 23:43:25,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,Clifford,https://t.co/apVOyDgOju,,14.0,37771,8840,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,Dalmatian,0.5350729999999999,May,Wednesday
6.678010134457508e+17,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",Dewey,https://t.co/HciEaJkC4D,,13.0,43710,10663,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,Flat-Coated Retriever,0.508392,May,Wednesday
6.678064545737605e+17,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,Stanley,https://t.co/vmCu3PFCQq,,13.0,29116,6728,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,Chihuahua,0.187155,May,Tuesday
6.678324749536256e+17,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,Scout,https://t.co/DsA2hwXAJo,doggo,12.0,16476,3327,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,Miniature Pinscher,0.2142,May,Tuesday
6.678613407494717e+17,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,Gizmo,https://t.co/IoR3n1fiiQ,,13.0,21112,4023,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,Malamute,0.967275,May,Monday
6.678667242938778e+17,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,Walter,https://t.co/r28jFx9uyF,,14.0,55098,12518,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,,0.0,May,Sunday
6.67873844930216e+17,2017-05-28 00:18:35,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,,https://t.co/yeaH8Ej5eM,,13.0,28295,6275,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,,0.0,May,Sunday
6.67886921285247e+17,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,Harold,https://t.co/ZYg3NZGICa,,13.0,35179,7788,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,Pomeranian,0.8004319999999999,May,Thursday
6.679024496975585e+17,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,Shikha,https://t.co/XZlZKd73go,puppo,12.0,16755,2697,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,Norwegian Elkhound,0.298881,May,Wednesday
6.68113020489474e+17,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,Coco,https://t.co/W86h5dgR6c,,12.0,54720,15546,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,Pembroke,0.548896,May,Sunday
6.681423490511299e+17,2017-05-19 23:57:46,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",Boomer,https://t.co/pozUoHLkGg,,13.0,26640,6008,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,,0.0,May,Friday
6.681546356649329e+17,2017-05-19 00:12:11,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,Sammy,https://t.co/g20EmqK7vc,,13.0,27530,5384,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,,0.0,May,Friday
6.681718599517553e+17,2017-05-18 00:50:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,Nelly,https://t.co/LbkG5CiM7o,,13.0,29063,8209,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,Chihuahua,0.664834,May,Thursday
6.682212416402309e+17,2017-05-15 19:14:50,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,Paisley,https://t.co/cPq9fYvkzr,,13.0,31459,9616,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,Chow,0.395101,May,Monday
6.682260938753761e+17,2017-05-15 00:02:33,Twitter for iPhone,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck ,Albus,https://t.co/ht47njyZ64,,13.0,21477,4441,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,,0.0,May,Monday
6.682376449927823e+17,2017-05-14 00:34:33,Twitter for iPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,Neptune,https://t.co/tordvmaaop,,13.0,15935,4489,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,Chow,0.8093199999999999,May,Sunday
